
---------- Begin Simulation Statistics ----------
sim_seconds                                  0.287722                       # Number of seconds simulated
system.mem_ctrls.bytesReadSys                  414272                       # Total read bytes from the system interface side
system.mem_ctrls.bytesWrittenSys                48576                       # Total written bytes from the system interface side
system.mem_ctrls.servicedByWrQ                     53                       # Number of DRAM read bursts serviced by the write queue
system.mem_ctrls.mergedWrBursts                    26                       # Number of DRAM write bursts merged with an existing one
system.mem_ctrls.neitherReadNorWriteReqs          896                       # Number of requests that are neither read nor write
system.mem_ctrls.perBankRdBursts::0               355                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::1               246                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::2               317                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::3               244                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::4               417                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::5               989                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::6               490                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::7               633                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::8               347                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::9               574                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::10              176                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::11              173                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::12              249                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::13              423                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::14              402                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::15              385                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::0                 9                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::1                 7                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::2                 3                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::3                 4                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::4                10                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::5               141                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::6               130                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::7               109                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::8                41                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::9                86                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::10                4                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::11               10                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::12               20                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::13               10                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::14               18                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::15              103                       # Per bank write bursts
system.mem_ctrls.numRdRetry                         0                       # Number of times read queue was full causing retry
system.mem_ctrls.numWrRetry                         0                       # Number of times write queue was full causing retry
system.mem_ctrls.totGap                  287722164500                       # Total gap between requests
system.mem_ctrls.readPktSize::0                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::1                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::2                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::3                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::4                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::5                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::6                  6473                       # Read request sizes (log2)
system.mem_ctrls.writePktSize::0                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::1                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::2                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::3                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::4                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::5                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::6                  759                       # Write request sizes (log2)
system.mem_ctrls.rdQLenPdf::0                    5902                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::1                     481                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::2                      27                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::3                      10                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::4                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::5                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::6                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::7                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::8                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::9                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::10                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::11                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::12                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::13                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::14                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::15                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::16                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::17                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::18                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::19                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::20                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::21                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::22                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::23                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::24                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::25                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::26                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::27                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::28                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::29                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::30                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::31                      0                       # What read queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::0                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::1                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::2                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::3                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::4                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::5                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::6                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::7                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::8                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::9                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::10                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::11                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::12                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::13                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::14                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::15                     15                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::16                     15                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::17                     42                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::18                     43                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::19                     43                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::20                     44                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::21                     43                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::22                     43                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::23                     43                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::24                     43                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::25                     43                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::26                     43                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::27                     43                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::28                     43                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::29                     43                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::30                     43                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::31                     43                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::32                     43                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::33                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::34                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::35                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::36                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::37                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::38                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::39                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::40                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::41                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::42                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::43                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::44                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::45                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::46                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::47                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::48                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::49                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::50                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::51                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::52                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::53                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::54                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::55                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::56                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::57                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::58                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::59                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::60                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::61                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::62                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::63                      0                       # What write queue length does an incoming req see
system.mem_ctrls.bytesPerActivate::samples         3700                       # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::mean    123.052973                       # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::gmean    88.741899                       # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::stdev   165.086028                       # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::0-127         2705     73.11%     73.11% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::128-255          643     17.38%     90.49% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::256-383          130      3.51%     94.00% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::384-511           66      1.78%     95.78% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::512-639           43      1.16%     96.95% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::640-767           22      0.59%     97.54% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::768-895           11      0.30%     97.84% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::896-1023           11      0.30%     98.14% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::1024-1151           69      1.86%    100.00% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::total         3700                       # Bytes accessed per row activation
system.mem_ctrls.rdPerTurnAround::samples           43                       # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::mean     149.302326                       # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::gmean     70.603647                       # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::stdev    461.997708                       # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::0-127            35     81.40%     81.40% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::128-255            7     16.28%     97.67% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::3072-3199            1      2.33%    100.00% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::total            43                       # Reads before turning the bus around for writes
system.mem_ctrls.wrPerTurnAround::samples           42                       # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::mean      16.666667                       # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::gmean     16.640671                       # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::stdev      0.954237                       # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::16               28     66.67%     66.67% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::18               14     33.33%    100.00% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::total            42                       # Writes before turning the bus around for reads
system.mem_ctrls.totQLat                     81178000                       # Total ticks spent queuing
system.mem_ctrls.totMemAccLat               201553000                       # Total ticks spent from burst creation until serviced by the DRAM
system.mem_ctrls.totBusLat                   32100000                       # Total ticks spent in databus transfers
system.mem_ctrls.avgQLat                     12644.55                       # Average queueing delay per DRAM burst
system.mem_ctrls.avgBusLat                    5000.00                       # Average bus latency per DRAM burst
system.mem_ctrls.avgMemAccLat                31394.55                       # Average memory access latency per DRAM burst
system.mem_ctrls.avgRdBW                         1.43                       # Average DRAM read bandwidth in MiByte/s
system.mem_ctrls.avgWrBW                         0.16                       # Average achieved write bandwidth in MiByte/s
system.mem_ctrls.avgRdBWSys                      1.44                       # Average system read bandwidth in MiByte/s
system.mem_ctrls.avgWrBWSys                      0.17                       # Average system write bandwidth in MiByte/s
system.mem_ctrls.peakBW                      12800.00                       # Theoretical peak bandwidth in MiByte/s
system.mem_ctrls.busUtil                         0.01                       # Data bus utilization in percentage
system.mem_ctrls.busUtilRead                     0.01                       # Data bus utilization in percentage for reads
system.mem_ctrls.busUtilWrite                    0.00                       # Data bus utilization in percentage for writes
system.mem_ctrls.avgRdQLen                       1.08                       # Average read queue length when enqueuing
system.mem_ctrls.avgWrQLen                      25.29                       # Average write queue length when enqueuing
system.mem_ctrls.readRowHits                     2949                       # Number of row buffer hits during reads
system.mem_ctrls.writeRowHits                     469                       # Number of row buffer hits during writes
system.mem_ctrls.readRowHitRate                 45.93                       # Row buffer hit rate for reads
system.mem_ctrls.writeRowHitRate                63.98                       # Row buffer hit rate for writes
system.mem_ctrls.avgGap                   39784591.33                       # Average gap between requests
system.mem_ctrls.pageHitRate                    47.78                       # Row buffer hit rate, read and write combined
system.mem_ctrls_0.actEnergy                 16768080                       # Energy for activate commands per rank (pJ)
system.mem_ctrls_0.preEnergy                  9149250                       # Energy for precharge commands per rank (pJ)
system.mem_ctrls_0.readEnergy                28750800                       # Energy for read commands per rank (pJ)
system.mem_ctrls_0.writeEnergy                2676240                       # Energy for write commands per rank (pJ)
system.mem_ctrls_0.refreshEnergy          18792309120                       # Energy for refresh commands per rank (pJ)
system.mem_ctrls_0.actBackEnergy           7973917245                       # Energy for active background per rank (pJ)
system.mem_ctrls_0.preBackEnergy         165635997750                       # Energy for precharge background per rank (pJ)
system.mem_ctrls_0.totalEnergy           192459568485                       # Total energy per rank (pJ)
system.mem_ctrls_0.averagePower            668.917907                       # Core power per rank (mW)
system.mem_ctrls_0.memoryStateTime::IDLE 275544022500                       # Time in different power states
system.mem_ctrls_0.memoryStateTime::REF    9607520000                       # Time in different power states
system.mem_ctrls_0.memoryStateTime::PRE_PDN            0                       # Time in different power states
system.mem_ctrls_0.memoryStateTime::ACT    2566648000                       # Time in different power states
system.mem_ctrls_0.memoryStateTime::ACT_PDN            0                       # Time in different power states
system.mem_ctrls_1.actEnergy                 11196360                       # Energy for activate commands per rank (pJ)
system.mem_ctrls_1.preEnergy                  6109125                       # Energy for precharge commands per rank (pJ)
system.mem_ctrls_1.readEnergy                21270600                       # Energy for read commands per rank (pJ)
system.mem_ctrls_1.writeEnergy                1859760                       # Energy for write commands per rank (pJ)
system.mem_ctrls_1.refreshEnergy          18792309120                       # Energy for refresh commands per rank (pJ)
system.mem_ctrls_1.actBackEnergy           7729566795                       # Energy for active background per rank (pJ)
system.mem_ctrls_1.preBackEnergy         165850340250                       # Energy for precharge background per rank (pJ)
system.mem_ctrls_1.totalEnergy           192412652010                       # Total energy per rank (pJ)
system.mem_ctrls_1.averagePower            668.754843                       # Core power per rank (mW)
system.mem_ctrls_1.memoryStateTime::IDLE 275904098250                       # Time in different power states
system.mem_ctrls_1.memoryStateTime::REF    9607520000                       # Time in different power states
system.mem_ctrls_1.memoryStateTime::PRE_PDN            0                       # Time in different power states
system.mem_ctrls_1.memoryStateTime::ACT    2208337250                       # Time in different power states
system.mem_ctrls_1.memoryStateTime::ACT_PDN            0                       # Time in different power states
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts
system.cpu_clk_domain.clock                       500                       # Clock period in ticks
system.cpu0.dtb.fetch_hits                          0                       # ITB hits
system.cpu0.dtb.fetch_misses                        0                       # ITB misses
system.cpu0.dtb.fetch_acv                           0                       # ITB acv
system.cpu0.dtb.fetch_accesses                      0                       # ITB accesses
system.cpu0.dtb.read_hits                    40648310                       # DTB read hits
system.cpu0.dtb.read_misses                        16                       # DTB read misses
system.cpu0.dtb.read_acv                            0                       # DTB read access violations
system.cpu0.dtb.read_accesses                15010397                       # DTB read accesses
system.cpu0.dtb.write_hits                   28075170                       # DTB write hits
system.cpu0.dtb.write_misses                        2                       # DTB write misses
system.cpu0.dtb.write_acv                           0                       # DTB write access violations
system.cpu0.dtb.write_accesses                5734562                       # DTB write accesses
system.cpu0.dtb.data_hits                    68723480                       # DTB hits
system.cpu0.dtb.data_misses                        18                       # DTB misses
system.cpu0.dtb.data_acv                            0                       # DTB access violations
system.cpu0.dtb.data_accesses                20744959                       # DTB accesses
system.cpu0.itb.fetch_hits                  128098982                       # ITB hits
system.cpu0.itb.fetch_misses                        9                       # ITB misses
system.cpu0.itb.fetch_acv                           0                       # ITB acv
system.cpu0.itb.fetch_accesses              128098991                       # ITB accesses
system.cpu0.itb.read_hits                           0                       # DTB read hits
system.cpu0.itb.read_misses                         0                       # DTB read misses
system.cpu0.itb.read_acv                            0                       # DTB read access violations
system.cpu0.itb.read_accesses                       0                       # DTB read accesses
system.cpu0.itb.write_hits                          0                       # DTB write hits
system.cpu0.itb.write_misses                        0                       # DTB write misses
system.cpu0.itb.write_acv                           0                       # DTB write access violations
system.cpu0.itb.write_accesses                      0                       # DTB write accesses
system.cpu0.itb.data_hits                           0                       # DTB hits
system.cpu0.itb.data_misses                         0                       # DTB misses
system.cpu0.itb.data_acv                            0                       # DTB access violations
system.cpu0.itb.data_accesses                       0                       # DTB accesses
system.cpu0.numCycles                      5152357791                       # number of cpu cycles simulated
system.cpu0.numWorkItemsStarted                     0                       # number of work items this cpu started
system.cpu0.numWorkItemsCompleted                   0                       # number of work items this cpu completed
system.cpu0.committedInsts                  213821664                       # Number of instructions committed
system.cpu0.committedOps                    213821664                       # Number of ops (including micro ops) committed
system.cpu0.num_int_alu_accesses            171358814                       # Number of integer alu accesses
system.cpu0.num_fp_alu_accesses              45477167                       # Number of float alu accesses
system.cpu0.num_func_calls                    6548154                       # number of times a function call or return occured
system.cpu0.num_conditional_control_insts     12495267                       # number of instructions that are conditional controls
system.cpu0.num_int_insts                   171358814                       # number of integer instructions
system.cpu0.num_fp_insts                     45477167                       # number of float instructions
system.cpu0.num_int_register_reads          284909731                       # number of times the integer registers were read
system.cpu0.num_int_register_writes         121857534                       # number of times the integer registers were written
system.cpu0.num_fp_register_reads            52679886                       # number of times the floating registers were read
system.cpu0.num_fp_register_writes           36765378                       # number of times the floating registers were written
system.cpu0.num_mem_refs                     68726226                       # number of memory refs
system.cpu0.num_load_insts                   40650745                       # Number of load instructions
system.cpu0.num_store_insts                  28075481                       # Number of store instructions
system.cpu0.num_idle_cycles              16967105.407210                       # Number of idle cycles
system.cpu0.num_busy_cycles              5135390685.592790                       # Number of busy cycles
system.cpu0.not_idle_fraction                0.996707                       # Percentage of non-idle cycles
system.cpu0.idle_fraction                    0.003293                       # Percentage of idle cycles
system.cpu0.Branches                         22133013                       # Number of branches fetched
system.cpu0.op_class::No_OpClass              9475961      4.43%      4.43% # Class of executed instruction
system.cpu0.op_class::IntAlu                 93371242     43.67%     48.10% # Class of executed instruction
system.cpu0.op_class::IntMult                    2689      0.00%     48.10% # Class of executed instruction
system.cpu0.op_class::IntDiv                        0      0.00%     48.10% # Class of executed instruction
system.cpu0.op_class::FloatAdd               18175709      8.50%     56.60% # Class of executed instruction
system.cpu0.op_class::FloatCmp                2289300      1.07%     57.67% # Class of executed instruction
system.cpu0.op_class::FloatCvt                2611503      1.22%     58.89% # Class of executed instruction
